ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,NormalizedTitle,NormalizedAuthor,DuplicateKey,RatingCount
0515132292,Wild,Lori Foster,2002,Jove Books,http://images.amazon.com/images/P/0515132292.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515132292.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515132292.01.LZZZZZZZ.jpg,wild,lori foster,wild|lori foster,5
0517556278,Mammoth Hunters (Earth's Children),Jean M. Auel,1990,Crown Publishers,http://images.amazon.com/images/P/0517556278.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0517556278.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0517556278.01.LZZZZZZZ.jpg,mammoth hunters earths children,jean m auel,mammoth hunters earths children|jean m auel,5
1550223968,Too Close to the Falls: A Memoir,Catherine Gildiner,1999,Independent Pub Group,http://images.amazon.com/images/P/1550223968.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1550223968.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1550223968.01.LZZZZZZZ.jpg,too close to the falls a memoir,catherine gildiner,too close to the falls a memoir|catherine gildiner,5
0553250515,The Member of the Wedding,CARSON MCCULLERS,1984,Bantam,http://images.amazon.com/images/P/0553250515.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553250515.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553250515.01.LZZZZZZZ.jpg,the member of the wedding,carson mccullers,the member of the wedding|carson mccullers,5
0373250290,Carrie Pilby (Red Dress Ink (Paperback)),Caren Lissner,2003,Red Dress Ink,http://images.amazon.com/images/P/0373250290.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373250290.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373250290.01.LZZZZZZZ.jpg,carrie pilby red dress ink paperback,caren lissner,carrie pilby red dress ink paperback|caren lissner,5
0671524313,The Girlfriends' Guide to Pregnancy,Vicki Iovine,1995,Pocket,http://images.amazon.com/images/P/0671524313.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671524313.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671524313.01.LZZZZZZZ.jpg,the girlfriends guide to pregnancy,vicki iovine,the girlfriends guide to pregnancy|vicki iovine,5
1551668270,Cold Tea On A Hot Day,Curtiss Matlock,2001,Mira,http://images.amazon.com/images/P/1551668270.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551668270.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551668270.01.LZZZZZZZ.jpg,cold tea on a hot day,curtiss matlock,cold tea on a hot day|curtiss matlock,5
0380726262,Moon Music (Peter Decker &amp; Rina Lazarus Novels (Paperback)),Faye Kellerman,1999,Avon,http://images.amazon.com/images/P/0380726262.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380726262.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380726262.01.LZZZZZZZ.jpg,moon music peter decker amp rina lazarus novels paperback,faye kellerman,moon music peter decker amp rina lazarus novels paperback|faye kellerman,5
0440422256,The Egypt Game (Yearling Newbery),Zilpha Keatley Snyder,1985,Yearling Books,http://images.amazon.com/images/P/0440422256.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440422256.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440422256.01.LZZZZZZZ.jpg,the egypt game yearling newbery,zilpha keatley snyder,the egypt game yearling newbery|zilpha keatley snyder,5
0505524279,"Baby, Oh Baby! (Time of Your Life)",Robin Wells,2001,Love Spell,http://images.amazon.com/images/P/0505524279.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0505524279.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0505524279.01.LZZZZZZZ.jpg,baby oh baby time of your life,robin wells,baby oh baby time of your life|robin wells,5
1551666189,Manhunting (Mira),Jennifer Crusie,2000,Mira,http://images.amazon.com/images/P/1551666189.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551666189.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551666189.01.LZZZZZZZ.jpg,manhunting mira,jennifer crusie,manhunting mira|jennifer crusie,5
0842314296,Hinds' Feet on High Places,Hannah Hurnard,1997,Living Books,http://images.amazon.com/images/P/0842314296.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0842314296.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0842314296.01.LZZZZZZZ.jpg,hinds feet on high places,hannah hurnard,hinds feet on high places|hannah hurnard,5
0452281636,Ralph's Party,Lisa Jewell,2000,Plume Books,http://images.amazon.com/images/P/0452281636.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452281636.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452281636.01.LZZZZZZZ.jpg,ralphs party,lisa jewell,ralphs party|lisa jewell,5
0380789884,Pearl Cove (Donovan),Elizabeth Lowell,2000,Avon,http://images.amazon.com/images/P/0380789884.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380789884.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380789884.01.LZZZZZZZ.jpg,pearl cove donovan,elizabeth lowell,pearl cove donovan|elizabeth lowell,5
0743457943,Trading Places,Fern Michaels,2003,Pocket Star,http://images.amazon.com/images/P/0743457943.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743457943.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743457943.01.LZZZZZZZ.jpg,trading places,fern michaels,trading places|fern michaels,5
0380819171,Head Over Heels,Susan Andersen,2002,Avon,http://images.amazon.com/images/P/0380819171.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380819171.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380819171.01.LZZZZZZZ.jpg,head over heels,susan andersen,head over heels|susan andersen,5
157322930X,High Maintenance,Jennifer Belle,2002,Riverhead Books,http://images.amazon.com/images/P/157322930X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/157322930X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/157322930X.01.LZZZZZZZ.jpg,high maintenance,jennifer belle,high maintenance|jennifer belle,5
034543739X,Until the Real Thing Comes Along (Ballantine Reader's Circle),ELIZABETH BERG,2000,Ballantine Books,http://images.amazon.com/images/P/034543739X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/034543739X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/034543739X.01.LZZZZZZZ.jpg,until the real thing comes along ballantine readers circle,elizabeth berg,until the real thing comes along ballantine readers circle|elizabeth berg,5
0451188543,No Use Dying over Spilled Milk: A Pennsylvania Dutch Mystery With Recipes (Pennsylvania Dutch Mysteries with Recipes (Paperback)),Tamar Myers,1997,Signet Book,http://images.amazon.com/images/P/0451188543.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451188543.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451188543.01.LZZZZZZZ.jpg,no use dying over spilled milk a pennsylvania dutch mystery with recipes pennsylvania dutch mysteries with recipes paperback,tamar myers,no use dying over spilled milk a pennsylvania dutch mystery with recipes pennsylvania dutch mysteries with recipes paperback|tamar myers,5
0671729497,Web of Dreams (Casteel),V.C. Andrews,1990,Pocket,http://images.amazon.com/images/P/0671729497.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671729497.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671729497.01.LZZZZZZZ.jpg,web of dreams casteel,vc andrews,web of dreams casteel|vc andrews,5
0395259398,Mike Mulligan and His Steam Shovel (Sandpiper Books),Virginia Lee Burton,1977,Houghton Mifflin,http://images.amazon.com/images/P/0395259398.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0395259398.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0395259398.01.LZZZZZZZ.jpg,mike mulligan and his steam shovel sandpiper books,virginia lee burton,mike mulligan and his steam shovel sandpiper books|virginia lee burton,5
0758201346,I Love Bad Boys,Lori Foster,2002,BRAVA,http://images.amazon.com/images/P/0758201346.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0758201346.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0758201346.01.LZZZZZZZ.jpg,i love bad boys,lori foster,i love bad boys|lori foster,5
0345334310,The Ship Who Sang,Anne McCaffrey,1993,Del Rey Books,http://images.amazon.com/images/P/0345334310.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345334310.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345334310.01.LZZZZZZZ.jpg,the ship who sang,anne mccaffrey,the ship who sang|anne mccaffrey,5
0821773682,Kentucky Heat,Fern Michaels,2002,Zebra Books,http://images.amazon.com/images/P/0821773682.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0821773682.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0821773682.01.LZZZZZZZ.jpg,kentucky heat,fern michaels,kentucky heat|fern michaels,5
080411935X,Standing in the Rainbow,FANNIE FLAGG,2003,Ballantine Books,http://images.amazon.com/images/P/080411935X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/080411935X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/080411935X.01.LZZZZZZZ.jpg,standing in the rainbow,fannie flagg,standing in the rainbow|fannie flagg,5
0886773776,"Arrow's Flight (The Heralds of Valdemar, Book 2)",Mercedes Lackey,1987,Daw Books,http://images.amazon.com/images/P/0886773776.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0886773776.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0886773776.01.LZZZZZZZ.jpg,arrows flight the heralds of valdemar book 2,mercedes lackey,arrows flight the heralds of valdemar book 2|mercedes lackey,5
0812533666,Isle of Woman (Geodyssey),Piers Anthony,1994,Tor Fantasy,http://images.amazon.com/images/P/0812533666.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812533666.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812533666.01.LZZZZZZZ.jpg,isle of woman geodyssey,piers anthony,isle of woman geodyssey|piers anthony,5
0451402065,Earth Song,Catherine Coulter,1990,Onyx Books,http://images.amazon.com/images/P/0451402065.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451402065.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451402065.01.LZZZZZZZ.jpg,earth song,catherine coulter,earth song|catherine coulter,5
0060514930,"Dead Ringer (Scottoline, Lisa)",Lisa Scottoline,2003,HarperCollins,http://images.amazon.com/images/P/0060514930.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060514930.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060514930.01.LZZZZZZZ.jpg,dead ringer scottoline lisa,lisa scottoline,dead ringer scottoline lisa|lisa scottoline,5
0786880007,Simplify Your Life : 100 Ways to Slow Down and Enjoy the Things That Really Matter,Elaine St. James,1994,Hyperion,http://images.amazon.com/images/P/0786880007.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786880007.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786880007.01.LZZZZZZZ.jpg,simplify your life 100 ways to slow down and enjoy the things that really matter,elaine st james,simplify your life 100 ways to slow down and enjoy the things that really matter|elaine st james,5
0440216745,Whispers,BELVA PLAIN,1994,Dell,http://images.amazon.com/images/P/0440216745.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440216745.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440216745.01.LZZZZZZZ.jpg,whispers,belva plain,whispers|belva plain,5
0446612944,"Tall, Dark, and Cajun",Sandra Hill,2003,Warner Forever,http://images.amazon.com/images/P/0446612944.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446612944.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446612944.01.LZZZZZZZ.jpg,tall dark and cajun,sandra hill,tall dark and cajun|sandra hill,5
0140430148,The Moonstone (Penguin Classics),Wilkie Collins,1966,Penguin Books,http://images.amazon.com/images/P/0140430148.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140430148.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140430148.01.LZZZZZZZ.jpg,the moonstone penguin classics,wilkie collins,the moonstone penguin classics|wilkie collins,5
0380756250,Once a Princess,Johanna Lindsey,1991,Avon,http://images.amazon.com/images/P/0380756250.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380756250.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380756250.01.LZZZZZZZ.jpg,once a princess,johanna lindsey,once a princess|johanna lindsey,5
0671744623,The Heiress,Jude Deveraux,1995,Pocket,http://images.amazon.com/images/P/0671744623.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671744623.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671744623.01.LZZZZZZZ.jpg,the heiress,jude deveraux,the heiress|jude deveraux,5
0345358791,2061: Odyssey Three,Arthur C. Clarke,1991,Del Rey Books,http://images.amazon.com/images/P/0345358791.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345358791.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345358791.01.LZZZZZZZ.jpg,2061 odyssey three,arthur c clarke,2061 odyssey three|arthur c clarke,5
0440110653,"CRY IN THE NIGHT, A",MARY HIGGINS CLARK,1983,Dell,http://images.amazon.com/images/P/0440110653.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440110653.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440110653.01.LZZZZZZZ.jpg,cry in the night a,mary higgins clark,cry in the night a|mary higgins clark,5
0385315279,The Fiery Cross,Diana Gabaldon,2001,Delacorte Press,http://images.amazon.com/images/P/0385315279.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385315279.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385315279.01.LZZZZZZZ.jpg,the fiery cross,diana gabaldon,the fiery cross|diana gabaldon,5
0345428307,Trust Fund,STEPHEN FREY,2002,Fawcett,http://images.amazon.com/images/P/0345428307.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345428307.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345428307.01.LZZZZZZZ.jpg,trust fund,stephen frey,trust fund|stephen frey,5
0553574582,With Child,Laurie R. King,1997,Bantam Books,http://images.amazon.com/images/P/0553574582.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553574582.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553574582.01.LZZZZZZZ.jpg,with child,laurie r king,with child|laurie r king,5
0553269224,Rilla of Ingleside (Anne of Green Gables Novels (Paperback)),L. M. Montgomery,1985,Starfire,http://images.amazon.com/images/P/0553269224.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553269224.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553269224.01.LZZZZZZZ.jpg,rilla of ingleside anne of green gables novels paperback,l m montgomery,rilla of ingleside anne of green gables novels paperback|l m montgomery,5
0843947357,Savage Devotion (Savage),Cassie Edwards,2000,Leisure Books,http://images.amazon.com/images/P/0843947357.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0843947357.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0843947357.01.LZZZZZZZ.jpg,savage devotion savage,cassie edwards,savage devotion savage|cassie edwards,5
050552421X,Scarletti Curse (Candleglow),Christine Feehan,2001,Love Spell,http://images.amazon.com/images/P/050552421X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/050552421X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/050552421X.01.LZZZZZZZ.jpg,scarletti curse candleglow,christine feehan,scarletti curse candleglow|christine feehan,5
0425155943,Contagion,Robin Cook,1998,Berkley Publishing Group,http://images.amazon.com/images/P/0425155943.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425155943.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425155943.01.LZZZZZZZ.jpg,contagion,robin cook,contagion|robin cook,5
0886777631,"City of Golden Shadow (Otherland, Volume 1)",Tad Williams,1998,Daw Books,http://images.amazon.com/images/P/0886777631.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0886777631.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0886777631.01.LZZZZZZZ.jpg,city of golden shadow otherland volume 1,tad williams,city of golden shadow otherland volume 1|tad williams,5
0449005852,The Night Drifter : A Novel,SUSAN CARROLL,2000,Ivy Books,http://images.amazon.com/images/P/0449005852.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449005852.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449005852.01.LZZZZZZZ.jpg,the night drifter a novel,susan carroll,the night drifter a novel|susan carroll,5
0441735762,The Rowan (Ace Science Fiction),Anne McCaffrey,1991,ACE Charter,http://images.amazon.com/images/P/0441735762.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441735762.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441735762.01.LZZZZZZZ.jpg,the rowan ace science fiction,anne mccaffrey,the rowan ace science fiction|anne mccaffrey,5
0060507772,The Last Hero : A Discworld Fable,Terry Pratchett,2002,Eos,http://images.amazon.com/images/P/0060507772.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060507772.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060507772.01.LZZZZZZZ.jpg,the last hero a discworld fable,terry pratchett,the last hero a discworld fable|terry pratchett,5
0440211484,And One Rode West,Heather Graham,1992,Dell Publishing Company,http://images.amazon.com/images/P/0440211484.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440211484.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440211484.01.LZZZZZZZ.jpg,and one rode west,heather graham,and one rode west|heather graham,5
0821768379,Deep Midnight,Shannon Drake,2001,Zebra Books,http://images.amazon.com/images/P/0821768379.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0821768379.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0821768379.01.LZZZZZZZ.jpg,deep midnight,shannon drake,deep midnight|shannon drake,5
0743422732,High Country Bride (McKettrick Cowboys),Linda Lael Miller,2002,Pocket,http://images.amazon.com/images/P/0743422732.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743422732.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743422732.01.LZZZZZZZ.jpg,high country bride mckettrick cowboys,linda lael miller,high country bride mckettrick cowboys|linda lael miller,5
0373250452,Lost &amp; Found (Red Dress Ink),Jane Sigaloff,2004,Red Dress Ink,http://images.amazon.com/images/P/0373250452.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373250452.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373250452.01.LZZZZZZZ.jpg,lost amp found red dress ink,jane sigaloff,lost amp found red dress ink|jane sigaloff,5
0425181103,Phantoms,Dean R. Koontz,2002,Berkley Publishing Group,http://images.amazon.com/images/P/0425181103.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425181103.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425181103.01.LZZZZZZZ.jpg,phantoms,dean r koontz,phantoms|dean r koontz,5
0440221099,Talk Before Sleep: A Novel,Elizabeth Berg,1995,Island,http://images.amazon.com/images/P/0440221099.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440221099.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440221099.01.LZZZZZZZ.jpg,talk before sleep a novel,elizabeth berg,talk before sleep a novel|elizabeth berg,5
